0,0,0,0
0.1231,3,1,22
0.1894,3,0,22
0.2296,1,1,22
0.2594,1,1,22
0.2902,2,0,22
0.3217,2,0,22
0.3505,2,0,23
0.3794,2,1,21
0.4088,3,2,21
0.4381,3,2,21
0.4683,2,0,22
0.4977,2,0,22
0.5416,2,1,22
0.5739,3,0,23
0.6036,3,0,23
0.6327,3,0,22
0.6618,3,1,21
0.6915,1,1,22
0.7208,3,-1,22
0.7494,3,-1,22
0.7932,3,0,22
0.8274,1,0,22
0.8571,2,0,22
0.8864,2,-1,22
0.9152,2,-1,22
0.9442,2,1,22
0.9751,2,0,23
1.0042,2,1,22
1.0629,2,1,22
1.0953,2,1,22
1.125,2,0,22
1.1541,1,-1,23
1.1828,3,-1,22
1.2121,1,0,22
1.2428,1,0,22
1.2859,3,0,22
1.3261,1,0,22
1.3561,1,0,21
1.3845,1,-1,21
1.4132,1,0,23
1.4411,1,0,23
1.4691,2,1,23
1.4985,2,2,23
1.5379,2,0,22
1.5754,2,1,23
1.6033,2,1,23
1.6299,3,0,22
1.6569,2,1,22
1.6844,2,0,22
1.7145,2,1,22
1.7437,2,1,22
1.7739,1,-1,22
1.8031,3,0,22
1.8323,3,0,21
1.8617,3,1,22
1.891,3,1,22
1.92,4,1,22
1.9499,2,1,22
1.9793,3,0,24
2.019,2,-1,22
2.0885,3,0,23
2.1223,3,0,23
2.1512,2,1,22
2.1794,3,1,22
2.2081,3,0,22
2.2372,3,0,22
2.2657,2,1,22
2.3039,3,1,22
2.3415,2,0,22
2.3704,2,0,23
2.3993,3,2,22
2.4283,3,2,22
2.4572,2,0,22
2.4855,2,0,22
2.5148,2,-1,22
2.5523,4,1,22
2.5824,4,1,22
2.6115,2,1,22
2.6405,2,1,22
2.6698,2,0,22
2.6992,2,-1,22
2.7284,2,-1,22
2.7577,2,0,21
2.7977,2,0,22
2.8383,2,0,23
2.8683,4,1,21
2.8977,4,1,21
2.9273,2,-1,23
2.9565,2,0,21
2.9859,3,0,22
3.015,2,0,22
3.0907,3,1,22
3.1281,3,1,22
3.1577,2,0,22
3.1874,3,0,22
3.2182,3,0,22
3.248,3,1,22
3.277,3,1,22
3.312,3,0,22
3.3429,3,0,22
3.3739,2,2,23
3.4027,1,0,22
3.4318,1,0,22
3.4616,2,-1,23
3.4914,2,0,22
3.5207,2,-1,23
3.5502,2,1,22
3.5956,2,1,22
3.6287,2,1,22
3.6582,1,0,22
3.6872,1,1,22
3.7163,3,-1,22
3.7458,3,-1,22
3.7756,2,0,23
3.8048,2,0,22
3.8515,2,-1,22
3.8873,3,1,23
3.9177,3,1,23
3.9474,2,0,23
3.9768,2,1,22
4.0057,2,0,22
4.0672,2,0,22
4.107,1,-1,21
4.139,1,-1,21
4.1686,3,-1,22
4.1997,2,1,23
4.2297,3,1,22
4.2587,3,0,22
4.2878,3,0,22
4.3192,3,1,22
4.3498,1,2,22
4.3965,3,1,22
4.4288,2,1,22
4.4587,2,1,22
4.4882,3,0,22
4.5676,2,0,22
4.6157,2,0,22
4.65,2,1,23
4.6803,2,-1,22
4.728,2,-1,22
4.761,2,0,22
4.7914,2,0,22
4.8214,2,0,23
4.8511,2,0,23
4.8825,2,1,22
4.9123,3,0,22
4.9418,3,0,22
4.9712,1,0,21
5.0009,1,0,21
5.0628,3,0,23
5.0966,2,1,22
5.1268,3,1,22
5.1578,3,-1,22
5.1872,1,1,22
5.2315,1,1,22
5.2939,2,2,22
5.3447,3,0,22
5.3801,4,0,22
5.4111,2,0,22
5.4412,2,0,22
5.4707,1,0,23
5.5,4,2,22
5.5294,2,0,23
5.5774,3,1,22
5.6102,3,1,22
5.64,3,0,23
5.6695,2,0,22
5.6996,2,0,22
5.7291,3,-1,22
5.7589,2,-1,23
5.7885,2,-1,23
5.8181,2,0,23
5.8475,3,1,22
5.8771,3,0,22
5.9077,3,0,22
5.9382,2,0,22
5.9693,3,0,21
5.999,2,1,21
6.0285,3,0,22
6.1091,2,-1,22
6.1448,2,-1,22
6.1791,1,0,22
6.21,3,0,22
6.2396,2,-1,22
6.2715,3,1,22
6.3016,3,1,22
6.3463,3,1,22
6.3867,2,1,21
6.4197,2,1,23
6.4526,2,0,23
6.4829,2,0,23
6.5157,2,0,22
6.5497,3,0,22
6.5837,2,1,22
6.6176,3,1,23
6.6525,3,1,23
6.6867,3,0,23
6.7219,2,1,22
