0,0,0,0
0.1282,3,0,22
0.1904,3,1,22
0.2279,3,1,22
0.257,2,0,23
0.2851,2,1,23
0.3132,2,1,22
0.3418,3,1,22
0.3697,3,1,22
0.3972,1,-1,23
0.4251,3,1,22
0.4529,3,0,21
0.4952,3,1,21
0.5267,3,1,21
0.5545,2,0,23
0.5822,2,1,24
0.6097,2,1,22
0.6369,2,0,23
0.6646,2,0,23
0.6921,2,-1,22
0.7346,3,0,22
0.7655,2,0,22
0.7936,2,1,23
0.8214,2,1,23
0.8502,3,0,23
0.8778,2,-1,22
0.9057,3,0,22
0.9335,3,1,22
0.9624,2,1,23
0.9904,2,1,23
1.0179,2,0,23
1.0726,2,0,22
1.1038,3,1,21
1.1314,2,0,22
1.1589,2,0,22
1.1859,3,0,22
1.2278,3,-1,23
1.259,4,0,21
1.2865,2,1,22
1.3142,2,1,22
1.3415,4,1,22
1.3688,1,0,22
1.396,2,-1,23
1.4233,3,1,23
1.4643,3,1,23
1.4938,2,0,23
1.5213,3,1,21
1.5493,2,-1,22
1.5773,2,0,23
1.605,2,0,23
1.6323,3,-1,21
1.6595,2,1,24
1.6872,2,1,22
1.7157,3,0,22
1.743,3,0,22
1.7705,1,1,22
1.7981,3,1,22
1.8252,3,1,22
1.8524,1,0,23
1.8796,3,1,22
1.9208,3,1,22
1.9507,2,0,23
1.9785,3,-1,22
2.0059,2,0,22
2.0612,2,-1,21
2.0922,3,1,23
2.1195,3,1,23
2.1567,3,1,23
2.1919,3,0,22
2.2194,2,-1,23
2.2461,2,-1,23
2.2728,1,-1,22
2.2992,2,0,21
2.3257,2,0,23
2.3526,3,0,22
2.3801,3,0,22
2.4103,3,1,22
2.4378,3,-1,22
2.4653,2,1,21
2.4923,3,1,22
2.5194,3,1,22
2.5465,2,0,23
2.5737,1,1,22
2.6111,3,-1,22
2.6467,2,1,21
2.6751,2,1,21
2.7026,3,0,22
2.7298,2,-1,21
2.7575,3,1,21
2.7851,3,0,22
2.8124,2,0,23
2.8488,2,0,23
2.8845,2,1,22
2.9127,2,1,22
2.94,2,1,22
2.9674,2,0,22
2.9947,2,0,22
3.022,2,-1,22
3.0765,2,0,22
3.1079,2,0,23
3.1352,2,0,22
3.1624,2,0,22
3.1896,2,0,22
3.2167,2,1,23
3.2439,2,-1,23
3.2711,3,0,22
3.2981,3,0,22
3.3368,2,0,22
3.3732,2,-1,22
3.4015,1,0,21
3.4308,2,2,22
3.4624,2,2,22
3.4902,3,0,21
3.5172,2,-1,22
3.5444,3,0,23
3.5826,2,1,23
3.6192,2,1,23
3.6475,3,0,22
3.6749,3,1,23
3.7023,3,0,23
3.7296,2,0,22
3.7567,3,-1,22
3.7837,3,-1,22
3.8109,3,-1,22
3.838,2,1,22
3.8654,3,1,23
3.8925,1,-1,22
3.919,1,-1,22
3.9454,2,-1,22
3.9725,3,1,22
3.9994,3,0,23
4.0361,2,2,23
4.097,2,2,23
4.1347,3,1,22
4.1641,3,1,21
4.193,3,0,23
4.2219,3,0,22
4.252,3,0,22
4.2844,2,1,22
4.3345,3,0,23
4.3698,3,0,22
4.4019,3,0,22
4.4338,3,0,22
4.4652,2,0,22
4.4969,2,1,23
4.5285,2,1,22
4.5602,2,-1,22
4.5918,2,-1,22
4.6233,2,-1,22
4.6554,3,1,22
4.6892,2,0,22
4.7211,3,0,22
4.7508,2,0,22
4.781,2,0,22
4.8102,3,0,23
4.854,4,1,23
4.8879,3,-1,22
4.9179,2,2,23
4.9486,2,2,23
4.9894,1,0,22
5.0505,2,-1,22
5.125,4,1,22
5.1605,2,-1,23
5.2084,3,0,22
5.2423,3,0,22
5.2755,3,0,22
5.307,3,1,23
5.3378,1,0,22
5.3682,1,0,22
5.3991,2,0,22
5.4307,2,0,21
5.4603,2,0,22
5.4902,2,-1,22
5.5198,2,-1,22
5.5504,2,-1,22
5.5867,3,1,22
5.6162,2,1,23
5.6454,2,1,23
5.6743,2,1,23
5.7191,2,1,23
5.7511,2,-1,22
5.7811,2,-1,22
5.8104,3,0,23
5.8397,2,1,23
5.8689,2,1,23
5.8978,4,0,22
5.9286,3,0,22
5.978,2,0,22
6.0132,3,1,22
6.0806,3,1,23
6.1191,3,1,23
6.1495,3,0,22
6.1789,1,0,22
6.2087,3,1,22
6.2404,4,1,22
6.2705,4,1,22
6.2995,3,-1,23
6.3283,2,0,23
6.3596,3,0,24
6.3896,3,0,23
6.4191,3,0,23
6.4509,2,1,23
6.4806,2,1,22
6.5278,3,-1,22
6.5606,3,-1,22
6.5904,3,1,23
6.6194,2,0,22
6.6507,2,0,22
6.6806,1,2,22
6.7098,1,2,22
6.7389,2,0,22
6.7884,2,1,22
6.8244,3,0,22
6.8557,2,0,22
6.8881,2,0,23
6.9214,2,0,23
6.9548,3,0,23
6.9874,2,0,22
7.0214,2,1,22
7.0946,1,0,22
7.1306,2,0,22
7.1649,2,0,22
7.1975,2,0,21
7.2328,2,-1,22
7.2668,2,0,22
7.3001,3,1,23
7.3463,3,1,23
7.3913,4,0,22
7.4263,2,0,22
7.4608,2,1,23
7.4955,3,0,23
7.5283,3,0,23
7.5639,2,1,22
7.597,3,0,23
7.6453,2,0,23
7.6878,3,1,22
7.7238,3,1,22
7.7618,2,-1,22
7.7972,2,-1,22
7.8314,2,0,23
7.8663,2,0,23
7.9002,3,-1,22
7.9373,3,1,22
7.9722,2,1,21
8.0093,3,0,22
8.0795,3,0,22
8.1259,2,0,23
8.1606,2,0,23
8.1958,2,-1,22
8.2303,2,0,22
8.2754,2,0,22
8.3175,2,0,22
8.351,2,0,22
8.3864,2,0,23
8.4212,3,0,22
8.4539,1,0,22
8.4872,2,1,22
8.5233,2,1,22
8.5674,3,0,22
8.6093,3,0,22
8.6436,2,1,21
8.6794,3,0,21
8.716,3,0,21
8.7535,2,0,23
8.7878,2,-1,23
8.8231,2,1,22
8.8578,1,0,22
8.8921,1,0,22
8.9268,3,-1,23
8.9615,3,0,22
8.9956,2,0,22
9.0298,4,1,22
9.1028,2,0,22
9.148,2,0,22
9.199,1,0,23
9.2362,3,-1,24
9.2709,3,0,23
9.3047,3,-1,22
9.3402,3,-1,22
9.3751,2,1,22
9.4093,3,1,22
9.4446,2,1,22
9.4955,2,1,22
9.5326,2,1,22
9.5669,2,0,23
9.601,2,1,21
9.6357,3,0,22
9.6706,3,0,23
9.7045,3,0,23
9.7407,3,-1,22
9.7759,3,0,23
9.8111,3,1,23
9.8453,3,1,22
9.8801,3,1,22
9.9166,3,1,22
9.9528,2,0,23
9.9866,3,0,21
10.0224,3,0,23
10.1168,4,0,23
10.1649,4,0,23
10.1998,2,-2,22
10.2361,3,0,22
10.2734,1,0,23
10.3083,4,-1,22
10.3437,4,-1,22
10.3789,4,1,22
10.4298,1,0,23
10.4671,0,0,20
10.5028,4,1,21
10.5382,4,1,21
10.5734,0,0,22
10.609,3,0,22
10.6436,0,-2,21
10.6788,2,1,24
10.7131,2,1,24
10.7484,5,1,22
10.7825,0,2,22
10.8177,12,-1,23
10.856,4,-3,22
10.891,4,0,22
10.9265,4,0,22
10.9604,0,2,23
11.0139,-2,2,24
11.0863,1,1,24
11.1253,2,-1,22
11.1603,0,-1,24
11.1952,0,-1,24
11.2308,0,0,22
11.265,-2,2,23
11.3094,2,0,21
11.3605,2,0,21
11.3979,-1,-1,24
11.4329,2,1,21
11.4681,8,0,21
11.504,8,2,21
11.5394,8,2,21
11.5747,-4,0,24
11.61,-2,0,22
11.6453,-1,1,24
11.6815,10,-3,22
11.7168,10,-3,22
11.7513,3,0,24
11.7862,4,2,21
11.821,1,0,23
11.8542,2,0,23
11.8903,2,0,23
11.9405,3,-1,23
11.9771,-2,3,23
12.0127,3,0,21
12.0824,4,0,23
12.1165,1,0,23
12.1485,1,0,23
12.1794,-1,-1,22
12.2203,2,-1,20
12.2576,-4,2,24
12.2867,-2,0,23
12.3223,0,0,23
12.3596,0,0,23
12.397,0,2,21
12.4331,2,-2,21
12.4677,-1,0,24
12.5053,-1,0,24
12.5422,0,0,21
12.5789,-1,0,22
12.6173,4,1,22
12.6536,1,0,22
12.6953,1,0,22
12.7309,6,-1,23
12.7675,0,-1,21
12.8156,3,0,23
12.8594,4,1,21
12.8958,4,1,21
12.9328,4,-3,23
12.9695,2,0,20
13.0058,6,0,23
13.0802,-1,2,23
13.1207,2,3,23
13.1749,2,3,23
13.2169,-6,1,24
13.2537,-2,1,21
13.2884,2,0,24
13.3237,2,-1,23
13.3594,2,-1,23
13.3947,0,0,23
13.4293,9,-1,22
13.4656,1,2,21
13.5011,5,1,23
13.536,5,-2,22
13.5709,5,-2,22
13.6071,4,-2,23
13.6421,-2,0,21
13.6779,2,-2,23
13.7125,-1,-1,22
13.7632,-1,-1,22
13.8047,8,0,20
13.8398,-4,0,23
13.8751,-2,0,20
13.9113,4,-2,23
13.9466,4,-2,23
13.9826,2,-1,23
14.0168,3,-1,21
14.1079,-1,1,23
14.1467,-6,2,23
14.1824,-6,1,24
14.2175,-5,1,24
14.2535,7,-1,22
14.2874,1,1,23
14.3234,-2,-2,23
14.3606,-2,-2,23
14.3975,6,-1,23
14.4319,2,-1,23
14.4678,3,0,21
14.5064,3,0,23
14.5422,3,0,23
14.5779,2,-2,21
14.6145,-3,0,23
14.6518,5,-2,21
14.7024,0,-1,22
14.7417,-4,1,22
14.7788,-4,1,22
14.8158,6,-1,24
14.8524,13,-2,22
14.888,9,2,22
14.9247,2,0,23
14.963,2,0,23
15.0147,3,-1,21
15.0871,1,-2,22
15.1298,-3,1,22
15.1689,-7,2,25
15.2054,-3,2,21
15.2415,-3,2,21
15.2773,6,-2,23
15.3126,1,1,22
15.3477,2,-1,24
15.3824,2,1,23
15.4184,2,1,23
15.4528,0,1,21
15.489,-4,0,23
15.5246,-4,3,22
15.56,8,-1,22
15.5946,8,-1,22
15.6441,5,0,22
15.6812,1,1,22
15.7168,-2,-1,22
15.7521,-2,-1,22
15.7872,3,-1,21
15.8264,6,1,23
15.8725,5,1,20
15.927,6,0,22
15.9802,3,-2,23
16.0168,3,-2,23
16.0887,0,2,25
16.1337,7,-2,21
16.1694,7,1,22
16.2041,-5,4,24
16.2391,4,-1,23
16.2742,4,-1,23
16.3087,-1,1,23
16.3435,-1,0,22
16.3796,3,-1,24
16.4155,-2,1,21
16.4511,-2,1,21
16.4857,4,-2,21
16.5195,-1,-1,21
16.5639,0,-1,24
16.6141,-2,0,22
16.6496,-2,0,22
16.6836,-1,-2,22
16.7169,2,1,23
16.7518,-7,1,22
16.787,-1,-2,24
16.8198,-1,-2,24
16.8642,5,-1,20
16.9165,1,1,23
16.9528,6,-1,23
16.9869,13,-1,22
17.0221,13,-1,22
17.0954,2,-1,22
17.1323,3,0,22
17.1672,2,-1,23
17.2042,7,-2,21
17.2393,5,-1,22
17.2759,5,-1,22
17.3126,1,-1,21
17.3493,-1,0,24
17.3848,1,-2,20
17.4215,1,-1,22
17.4582,1,-1,22
17.5046,6,0,21
17.547,-3,2,23
17.5849,3,-1,22
17.6217,-1,0,23
17.6582,-1,0,23
17.6964,-4,3,22
17.7326,6,0,23
17.7685,3,0,23
17.8186,-1,-1,21
17.8618,-1,-1,21
17.8987,2,-2,21
17.934,3,0,24
17.9728,2,-1,22
18.0098,2,-1,21
18.084,7,-2,23
18.1231,7,-2,23
18.1569,-5,-2,24
18.1926,3,1,22
18.2277,1,-1,21
18.2624,1,0,22
18.2978,1,0,22
18.3338,4,-1,22
18.3661,-7,-1,22
18.4026,5,-1,22
18.4557,6,-1,22
18.496,6,-1,22
18.5312,6,1,23
18.5658,-4,0,21
18.5991,-3,0,20
18.6336,10,-4,23
18.6682,10,-4,23
18.704,-5,1,22
18.7592,4,-1,23
18.8007,-2,2,22
